,Title,Post number,Date,Nickname,Link
30,강경 젓갈축제,672405,2024.09.29. 15:04,반가워요,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672405&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjQwNSwiaXNzdWVkQXQiOjE3MzI2MDYyNTcyNTIsImNhZmVJZCI6MjEyOTAzNjl9.JAgf5-VIWHnPQFX-cwheDcajYzdkLDByq91I2msaXy0&where=search&referrerAllArticles=true
31,"""논산 특산물로 신메뉴 개발"" 강경젓갈축제서 맛보세요",672314,2024.09.27. 22:59,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672314&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjMxNCwiaXNzdWVkQXQiOjE3MzI2MDYyNTcyNjksImNhZmVJZCI6MjEyOTAzNjl9.RNmfSPk4PdmwD2x0Z4ef1asmeBycMPx3QM2K5Yj4MNU&where=search&referrerAllArticles=true
32,강경젓갈 구절판 ??,670017,2024.08.30. 17:50,투유맘,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=670017&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MDAxNywiaXNzdWVkQXQiOjE3MzI2MDYyNTcyODcsImNhZmVJZCI6MjEyOTAzNjl9.Csy_dqOF6usU26WVDsdJSRnRYf2m8-6DqtWVSzpWMjM&where=search&referrerAllArticles=true
33,2024 강경젓갈축제 강경젓갈·상월고구마 캐릭터 디자인 공모전 개최 안내,662266,2024.05.30. 11:44,관광축제팀,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=662266&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY2MjI2NiwiaXNzdWVkQXQiOjE3MzI2MDYyNTczMDUsImNhZmVJZCI6MjEyOTAzNjl9.TOVNcgLjWQT64NwBHcpze5aejMxCvhB-qiIxy8juEFs&where=search&referrerAllArticles=true
34,강경젓갈 구매시 온누리상품권 환급,655508,2024.03.13. 17:19,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=655508&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY1NTUwOCwiaXNzdWVkQXQiOjE3MzI2MDYyNTczMjUsImNhZmVJZCI6MjEyOTAzNjl9.cJDzV5L5Zkcl8tZagJB2HQPFbuPHJmk9E6MtotRtXK8&where=search&referrerAllArticles=true
35,강경젓갈축제 떡갈비,641483,2023.10.22. 20:31,뚱심이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641483&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQ4MywiaXNzdWVkQXQiOjE3MzI2MDYyNTczNDQsImNhZmVJZCI6MjEyOTAzNjl9.N9aoE1EDp_saZryRT_zlebYjxxSVQo3PzL_VHM5LI_A&where=search&referrerAllArticles=true
36,강경젓갈김치 담그기,641460,2023.10.22. 15:53,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641460&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQ2MCwiaXNzdWVkQXQiOjE3MzI2MDYyNTczNjIsImNhZmVJZCI6MjEyOTAzNjl9.JUU7trKnPy5EVId6wB0g6XL8e7bDkMcAfU_1x8ulUsc&where=search&referrerAllArticles=true
37,강경 젓갈축제 순환버스요,641419,2023.10.22. 08:54,시작,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641419&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQxOSwiaXNzdWVkQXQiOjE3MzI2MDYyNTczNzcsImNhZmVJZCI6MjEyOTAzNjl9.7Md1ICxmaWkEWZuy9eOCf-s5PzmGXa6Rt38tm_cmdAQ&where=search&referrerAllArticles=true
38,강경젓갈축제 순환버스 궁금해요.,641400,2023.10.21. 21:23,melodia,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641400&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQwMCwiaXNzdWVkQXQiOjE3MzI2MDYyNTczOTAsImNhZmVJZCI6MjEyOTAzNjl9.nUjADvTJyZPM-gyhFg1u8Hd2_0Ek89qB6nvGKZHV4JI&where=search&referrerAllArticles=true
39,강경젓갈축제 셋째 날??,641380,2023.10.21. 16:51,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641380&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTM4MCwiaXNzdWVkQXQiOjE3MzI2MDYyNTc0MDUsImNhZmVJZCI6MjEyOTAzNjl9.jX53XHhikM2JuOVSXPy1yDCqnjneZlIg5xkDXhq3K4Q&where=search&referrerAllArticles=true
40,강경젓갈축제 둘째날 풍경,641308,2023.10.20. 17:48,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641308&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTMwOCwiaXNzdWVkQXQiOjE3MzI2MDYyNTc0ODQsImNhZmVJZCI6MjEyOTAzNjl9.KcSLT4bNTLSCXUw7B0JigR_Lx43HFAv0m0v436qez_g&where=search&referrerAllArticles=true
41,강경젓갈축제요,641306,2023.10.20. 17:35,호호아,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641306&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTMwNiwiaXNzdWVkQXQiOjE3MzI2MDYyNTc0OTksImNhZmVJZCI6MjEyOTAzNjl9.puezZwZ20-kIBOe1s3LXNyHth4Kl34q5mCr-GlMdm6Y&where=search&referrerAllArticles=true
42,강경젓갈축제 아이 놀이기구 있을까요?,641298,2023.10.20. 16:33,유콰한그녀v소띠,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641298&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTI5OCwiaXNzdWVkQXQiOjE3MzI2MDYyNTc1MTQsImNhZmVJZCI6MjEyOTAzNjl9.TNdvef6uqG5hYhZcmXic9_-wP2q-b3ejPUWa69eoyCk&where=search&referrerAllArticles=true
43,강경젓갈축제에서 사과 사왔는데 진짜 맛있네요 ㅎ,641278,2023.10.20. 14:37,먼지언니,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641278&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTI3OCwiaXNzdWVkQXQiOjE3MzI2MDYyNTc1MzEsImNhZmVJZCI6MjEyOTAzNjl9.HJwwTW4j1ZrhuVx5rZYTwcqW0bxlakg_7KHFGLGIHbI&where=search&referrerAllArticles=true
44,강경젓갈축제장으로 가봐요! <SNS 릴스영상>,641236,2023.10.20. 08:22,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641236&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTIzNiwiaXNzdWVkQXQiOjE3MzI2MDYyNTc1NDYsImNhZmVJZCI6MjEyOTAzNjl9.u9hX4eoX4fmUX2rJX7mbfr-qZZ7CQ2rkBr6xTXb7nOw&where=search&referrerAllArticles=true
45,강경젓갈축제 순환버스 궁금해요,641223,2023.10.19. 22:12,natural,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641223&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTIyMywiaXNzdWVkQXQiOjE3MzI2MDYyNTc1NjEsImNhZmVJZCI6MjEyOTAzNjl9.u1U-exxh-O3AqtAV3wHLge4qytTuUvd1AOJaJD3rirQ&where=search&referrerAllArticles=true
46,# 강경젓갈이 상월고구마와 춤을 추다 (영상),641215,2023.10.19. 21:30,nonsanlove,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641215&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTIxNSwiaXNzdWVkQXQiOjE3MzI2MDYyNTc1NzYsImNhZmVJZCI6MjEyOTAzNjl9.V16K7wDgpOVYrU5tLUKGNl0oFbDwy7RFHVe7VNs494M&where=search&referrerAllArticles=true
47,강경젓갈축제에 혹시 홍게도 파나요??,641196,2023.10.19. 19:28,머쉬룸,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641196&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTE5NiwiaXNzdWVkQXQiOjE3MzI2MDYyNTc1OTIsImNhZmVJZCI6MjEyOTAzNjl9.De0McmEP3iZv0KG7-9Y4qpZeRn7nw8XDJvMno_wX-nQ&where=search&referrerAllArticles=true
48,강경젓갈축제 개막식이 진행중입니다,641186,2023.10.19. 17:58,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641186&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTE4NiwiaXNzdWVkQXQiOjE3MzI2MDYyNTc2MDgsImNhZmVJZCI6MjEyOTAzNjl9.Q1unO35KGBKhkQJs9UnbNMTnDDOD422J0-A6QaOkxWM&where=search&referrerAllArticles=true
49,강경젓갈 축제 김치 담그기~,641131,2023.10.19. 11:57,보라조아,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%A0%93%EA%B0%88&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641131&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTEzMSwiaXNzdWVkQXQiOjE3MzI2MDYyNTc2MjMsImNhZmVJZCI6MjEyOTAzNjl9.uF038_cKqHvzPP-sVgLwAbDSUfmaiFYATbuKSMcnp04&where=search&referrerAllArticles=true
50,강경고을 만세축제,675085,2024.11.01. 16:37,논산시sns담당자,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=675085&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NTA4NSwiaXNzdWVkQXQiOjE3MzI2MDY2OTg4MzMsImNhZmVJZCI6MjEyOTAzNjl9.XL44kStc0ytWwVjvUSmhT-MqWLH4cWxbnz4O4TXU6iE&where=search&referrerAllArticles=true
51,이번 강경젓갈축제 김치판매에 대해~,674975,2024.10.31. 14:23,흔한남매맘,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674975&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDk3NSwiaXNzdWVkQXQiOjE3MzI2MDY2OTg4NTEsImNhZmVJZCI6MjEyOTAzNjl9.R3zZAqE4fjgbBfZGQUfe0E8_YUeOGeWb-JpKjq0mYFc&where=search&referrerAllArticles=true
52,강경젓갈축제에 논산시동물보호센터에서도 왔네요,674101,2024.10.20. 14:26,딱콩,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674101&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDEwMSwiaXNzdWVkQXQiOjE3MzI2MDY2OTg4NzEsImNhZmVJZCI6MjEyOTAzNjl9.ge3Fh94Sq0nUWvVtD8mEJRoIfs1YUcECviAESjzHnUA&where=search&referrerAllArticles=true
53,강경젓갈축제 김치만드는거 아직하나요?,674092,2024.10.20. 11:42,도치도치맘,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674092&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA5MiwiaXNzdWVkQXQiOjE3MzI2MDY2OTg4ODksImNhZmVJZCI6MjEyOTAzNjl9.7l8eTb_4tAZtEbq5X7BFMG3NQWNLS-bbeKW1gGrTOsY&where=search&referrerAllArticles=true
54,강경젓갈축제,674088,2024.10.20. 10:40,딸부자,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674088&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA4OCwiaXNzdWVkQXQiOjE3MzI2MDY2OTg5MDksImNhZmVJZCI6MjEyOTAzNjl9.TzQ5c6FfGfBWynDge5vI3827P624pTqYdI_VSsr6qZk&where=search&referrerAllArticles=true
55,강경 축제,674067,2024.10.19. 20:10,땡순이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674067&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA2NywiaXNzdWVkQXQiOjE3MzI2MDY2OTg5MjcsImNhZmVJZCI6MjEyOTAzNjl9.fwZKfuttGYmU_eAaDNw0A_fpCfMFNr2SllWi8O6dwuw&where=search&referrerAllArticles=true
56,논산강경젓갈축제 키즈존 앞 소떡 증정 이벤트 하네요,674036,2024.10.19. 14:14,논산이사,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674036&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAzNiwiaXNzdWVkQXQiOjE3MzI2MDY2OTg5NTEsImNhZmVJZCI6MjEyOTAzNjl9._U943leAcM3j6oz_P9DjKoEsv6Dxg4PVerXo62jJdkc&where=search&referrerAllArticles=true
57,강경축제,674021,2024.10.19. 10:13,민남매애미,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674021&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAyMSwiaXNzdWVkQXQiOjE3MzI2MDY2OTg5NjQsImNhZmVJZCI6MjEyOTAzNjl9.6I8iD3mdJJSMqh29OfEQz-tNcVYholiUiG35yh4Etjg&where=search&referrerAllArticles=true
58,오늘 강경축제,674020,2024.10.19. 10:13,탱탱구리,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674020&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAyMCwiaXNzdWVkQXQiOjE3MzI2MDY2OTg5NzgsImNhZmVJZCI6MjEyOTAzNjl9.b9NBcKXY-glaDsiZs7F4wvvSwXGkXz4xxv8f-n5rNT8&where=search&referrerAllArticles=true
59,강경젓갈축제,673957,2024.10.18. 11:14,하랑,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673957&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzk1NywiaXNzdWVkQXQiOjE3MzI2MDY2OTg5OTksImNhZmVJZCI6MjEyOTAzNjl9.J4vku3u3AzaW8oTi2SvNjtzyjLaPn6X13Eq7jbugNS0&where=search&referrerAllArticles=true
